QUID,DWEIGHT_LIVE_FINAL,CS01,CS01_1,CS02,CS02_2,MTS01,MTS02,MTS03,MTS03_1,LMS01,LMS02,LMS02_1,LMS02_s,LMS03,LMS04,LMS05,LMS06,LMS07,LMS07_1,LMS07_2,LMS07_3a,LMS07_3b,LMS08,LMS08_s,LMS09a,LMS09b,LMS09c,LMS09d,LMS09e,LMS09f,LMS09g,LMS09f_s,SMS01a,SMS01b,SMS01c,SMS01d,SMS01d_s,SMS02,SMS03a,SMS03b,SMS03c,SMS03d,SMS04a,SMS04b,SMS04c,SMS04d,SMS04e,SMS04f,SMS04e_s,SMS05,MLA01,MLA02,MLA03,MLA03_1,MLA04,MLA04_1,LMA01,LMA02a_LS,LMA02b_LS,LMA02c_LS,LMA02d_LS,LMA02e_LS,LMA02f_LS,LMA02g_LS,LMA02h_LS,LMA02i_LS,LMA02j_LS,LMA02k_LS,LMA02l_LS,LMA02m_LS,LMA02n_LS,LMA02o_LS,LMA02p_LS,LMA02q_LS,LMA02r_LS,LMA02s_LS,LMA02f_1_LS,LMA02m_1_LS,LMA02q_1_LS,LMA02s_s_LS,LMA03a,LMA03b,LMA03c,LMA03d,LMA04a,LMA04b,LMA04c,LMA04d,LMA04e,LMA05a,LMA05b,LMA05c,LMA05d,LMA05d_1,SMA01,SMA02a,SMA02b,SMA02c,SMA02d,SMA03a,SMA03b,SMA03b_1,SMA04a,SMA04b,SMA04c,SMA04d,SMA04e,PLMA01,PLMA02a_LS,PLMA02b_LS,PLMA02c_LS,PLMA02d_LS,PLMA03a,PLMA03b,PLMA03c,PLMA03d,PLMA03e,PLMA04,PLMA05a,PLMA05b,PLMA05c,PLMA05d,PLMA05d_1,PSMA01,PSMA02a,PSMA02b,PSMA02c,PSMA02d,PSMA03a,PSMA03b,PSMA03c,PSMA03d,PSMA03e,PSMA04,PSMA05,MS04a,MS04b,MS04c,MS04b_s,MS04c_s,SECTORID,PLMA02a,PLMA02b,PLMA02c,PLMA02d,LMA02a,LMA02b,LMA02c,LMA02d,LMA03e,LMA04d_1,prov,ECO,prov_eco,mostcommonbe,mostcommonda,mostcommonpi,mostcommonpo
Q33066895,2.828014595,,,3,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1200,3,,,,,,1,,,,,,,,,,,1,,,1,,1,,,,70,30,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,24,1,2401,,,2,
Q33066902,1.813643927,1,3,1,3,1,1,3,,3,2,,,,3,6000000,17,3,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,680,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,50,50,1,,,,,2,,,,1,2,,,,,,,,,,,,,1,,1,,"tractors , gps",1,,,,,,,,,,,35,2,3502,,1,,
Q33066910,6.389395068,,,,,1,1,1,5,3,5,,,,3,660000,12,2,,105,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,24,2,2402,,,3,
Q33066917,1,3,,1,5,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,covered manure storage barns,,1,1,1,3,,,,,,1,,2,1,,1,157,1,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,75,20,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"feed consumption, water consumption","egg collection, barn ventilation, lighting control",3,,,,,,,,,,,35,3,3503,,,,2
Q33066929,4.104324445,3,,1,2,1,1,3,,3,2,,,,3,720000,12,1,120,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,1,300,1,,,,,,1,,,,,,1,,,,,,,,1,,,,12,,75,13,1,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,24,1,2401,,1,,
Q33066931,10.59316567,3,,1,4,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Spread on Field,,3,2,3,3,,,,,,1,,1,1,,3,,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,0,50,,,1,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Tractors and Combines,2,,,,,,,,,,,48,7,4807,3,,,
Q33066941,2.72046589,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,dry manure storage sheds above ground,,1,1,1,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"feed and water, air quality",egg gathering,3,,,,,,,,,,,35,2,3502,,,,2
Q33066951,3.360246605,,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Manure Storage Building,,1,3,1,3,,1,,,,,,2,1,,,,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,,,,,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,35,3,3503,,,,3
Q33066964,2.230906495,3,,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,field data collection using GPS,,2,,,,,,,,,,,46,9,4609,2,,,
Q33066974,3.484660383,3,,,,1,1,3,,3,3,,,,4,3000000,16,3,,,350,180,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,50,50,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,59,12,5912,,1,,
Q33067007,2.734075538,1,2,,,1,1,3,,1,5,,,3,3,1800000,16,3,,,100,150,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,0,60,15,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,thermostats to control ventilation,1,,,,,,,,,,,59,12,5912,,1,,
Q33067024,3.785864151,,,3,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,3,,1,,,,,,1,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,24,2,2402,,,,3
Q33067025,4.05067624,,,1,1,1,1,3,,3,1,4,,,4,1200000,12,1,18000,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,500,2,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,3,,50,,50,,,1,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,gps,4,,,,,,,,,,,35,4,3504,,,3,
Q33067028,4.111309357,3,,3,,1,1,1,2,3,6,,,,3,72800,7,3,,,200,52,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,12,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,35,3,3503,,,2,
Q33067034,2.116981132,,,1,5,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Control and Ventilation,3,,,,,,,,,,,35,4,3504,,,,3
Q33067060,4.150820862,3,,1,3,1,1,1,4,1,4,,,4,4,450000,16,2,,128,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,371,1,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,70,30,1,,,,,1,1,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,24,1,2401,,1,,
Q33067072,3.159880981,3,,3,,1,1,3,,1,3,,,3,4,4000000,16,2,,200,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,400,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,30,70,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,"gps for tractors, digital scales",1,,,,,,,,,,,35,3,3503,,1,,
Q33067099,3.793751368,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,24,2,2402,,,,3
Q33067145,1.507524537,3,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,3,1,3,3,1,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,50,,,1,,,,,1,6,1,1,,COMPUTER DATA PROGRAMS  AND HELI SPRAYING,,2,,,,,,,,,,,59,11,5911,3,,,
Q33067148,4.349882015,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,8,4808,3,,,
Q33067151,2.82689282,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,3,3,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"Humidité chauffage,écart température,durée du.chauffage","Programme lumineux,contrôle de ventilation et chauffage",3,,,,,,,,,,,24,2,2402,,,,3
Q33067153,2.752986599,1,1,1,1,1,1,3,,1,3,,,3,3,3000000,16,3,,,150,150,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,150,1,200,5,,,,,,1,,,,,,,,,,,1,,,2,,3,,20,0,40,40,1,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,59,12,5912,,1,,
Q33067163,3.826703537,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,24,2,2402,,,,3
Q33067171,2.853333333,3,,1,3,1,1,3,,1,5,,,2,2,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,277,1,614,2,,,,,,1,,,,,,,,1,,,1,,,2,,1,,30,,30,40,1,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,gps et production laitière qté aliments mangés,de façon généralisée,1,,,,,,,,,,,24,5,2405,,1,,
Q33067179,1.813643927,3,,1,3,1,1,3,,1,5,,,2,3,3000,14,2,,180,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,1,1200,1,,,,,,1,,,,,,,,1,,,,,,2,,,,50,,50,,,1,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,GPS    barn ventilation,1,,,,,,,,,,,35,2,3502,,1,,
Q33067187,4.175727242,,,1,2,1,1,3,,3,6,,,,3,3000000,10,3,,,600,100,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,678,2,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,50,,25,25,,,,1,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,feed system,gps on tractor to spread manure,4,,,,,,,,,,,35,4,3504,,,2,
Q33067190,6.220573821,1,1,1,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,109,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,,40,35,1,,,,,1,6,,,1,,"analyse du lait, GPS",1,,,,,,,,,,,24,5,2405,,99,,
Q33067246,3.815211935,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,3,3,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ventilation - Contrôle edge - Lumière,3,,,,,,,,,,,24,2,2402,,,,3
Q33067254,2.959798463,1,5,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,0,0,0,1,,,,,3,,1,1,1,"FEED,WATER CONSUMPTION",FEED DELIVERY AND VENTILLATION,3,,,,,,,,,,,48,8,4808,,,,3
Q33067256,2.230906495,3,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,3,3,3,3,,,,,,1,,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,GPS,1,,,,,,,,,,,46,9,4609,,1,,
Q33067257,1.728683036,,,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,50,50,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,GPS TECHOLOGY AND DRONE,gps for seeding and harvesting,2,,,,,,,,,,,48,7,4807,6,,,
Q33067260,1.728683036,3,,,,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,2,1,,1,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,0,0,85,,,1,,,1,2,1,1,1,"Video surveillance, drones","GPS controls, feed delivery, supplement micro machine",2,,,,,,,,,,,48,7,4807,1,,,
Q33067277,2.96455699,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,1,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,59,12,5912,,,,4
Q33067283,3.436605114,3,,1,3,1,3,3,,1,5,,,2,3,900000,12,2,,115,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,125,1,400,1,,,,,,1,,,,,,,,1,,,,,,1,,,,50,,25,25,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Robotic milking,1,,,,,,,,,,,35,4,3504,,1,,
Q33067307,35.10236798,3,,1,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,7,4807,3,,,
Q33067310,3.356817782,,,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,3,3,3,,,,,,1,,2,1,,,,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,100,,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,soil testing,"GPS, Scov computer in barn",3,,,,,,,,,,,35,3,3503,,,,3
Q33067311,2.938603929,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Barn ventilation,3,,,,,,,,,,,59,12,5912,,,,3
Q33067322,3.473777146,3,,,,1,3,3,,1,2,,,2,3,896790,8,3,,,180,100,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,20,50,20,1,,,,,1,,1,,,,,,,,,,,,,,,,1,1,1,"Video,",Lely robot for pushing in feed,1,,,,,,,,,,,59,12,5912,,1,,
Q33067324,3.35783418,3,,,,1,3,3,,3,2,,,,3,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,40,0,10,1,,,,,2,,,,1,3,,,,,,,,,,,,,1,1,1,GPS,GPS,1,,,,,,,,,,,48,7,4807,,1,,
Q33067345,2.680778661,1,1,1,1,1,1,3,,1,3,,,2,4,1500000,14,2,,150,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,250,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,50,40,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,Alley scrapers,1,,,,,,,,,,,35,4,3504,,1,,
Q33067346,1.910562414,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100,,,,1,,,1,6,1,,1,,gps,2,,,,,,,,,,,48,8,4808,3,,,
Q33067347,7.312261038,3,,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Storage in pile in covered concrete floor shed,,1,3,1,1,,,,,,1,,3,1,,3,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,10,90,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"Egg packer, GPS controlled field operations",3,,,,,,,,,,,35,4,3504,,,,2
Q33067349,3.023408458,,,,,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,feed consumption/inventories,Upgraded to energy efficient LED lighting in 2021,2,,,,,,,,,,,48,7,4807,1,,,
Q33067357,2.947835585,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,barn computers,3,,,,,,,,,,,59,12,5912,,,,3
Q33067363,2.955643582,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,in storage shead,,1,1,1,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,59,12,5912,,,,4
Q33067376,1.910562414,3,,1,1,1,1,3,,3,2,,,,3,5000000,5,3,,,246,262,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,1,1000,1,,,,1,,1,,,,,,,,,,,1,,,2,,1,,0,0,50,50,1,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"livestock video surveillance, gps","gps, barn ventilation",1,,,,,,,,,,,48,8,4808,,1,,
Q33067395,3.360114701,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,59,11,5911,3,,,
Q33067396,10.84193116,3,,1,1,1,3,3,,3,4,,,,3,1,8,3,,,150,75,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,158,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,15,85,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,24,1,2401,,1,,
Q33067406,2.955008961,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Storage in manure shed,,1,1,1,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"ventilation, feeding & watering",3,,,,,,,,,,,59,12,5912,,,,2
Q33067423,2.659515708,,,1,5,1,1,3,,1,6,,,2,3,900000,8,3,,,300,68,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,87,1,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,,,50,50,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,"feeding stations, auto sorter feeds the pigs,",,4,,,,,,,,,,,35,3,3503,,,3,
Q33067446,3.495885428,3,,,,1,1,1,1,1,5,,,2,4,1700000,12,2,,180,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,,50,25,1,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,accounting,,1,,,,,,,,,,,35,4,3504,,1,,
Q33067460,2.823461115,,,,,1,1,1,5,3,5,,,,3,1534167,16,2,,140,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,Maximus,Gestal,4,,,,,,,,,,,24,1,2401,,,3,
Q33067491,2.887041455,1,1,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,spezial build manure storage,,1,1,1,3,,1,,,,,,2,1,,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,35,3,3503,,1,,
Q33067505,3.438931034,1,5,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,1,1,,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50,,50,,1,,,,,3,,1,,,,,3,,,,,,,,,,,35,3,3503,,,,3
Q33067522,6.06208032,3,,,,1,1,3,,3,2,,,,4,1200000,15,3,,,100,100,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,,50,,1,,,,,2,1,,,,,,,,,,,,,,,,,1,,1,,"Robotic milkers, robotic feed pusher",1,,,,,,,,,,,46,9,4609,,1,,
Q33067525,4.121356697,3,,3,,1,1,3,,1,5,,,2,2,200000,17,2,,122,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,325,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,45,50,1,,,,,2,,,1,,,,,,,,,,,,,,,1,1,1,"vidéo de surveillance du bétail, collecte de données avec GPS",opération sur le terrain controlées par GPS,1,,,,,,,,,,,24,1,2401,,1,,
Q33067537,2.961372929,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,video surveillance,"egg collection, barn ventilation, feed delivery",3,,,,,,,,,,,48,8,4808,,,,8
Q33067553,2.831646288,,,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,3,3,,,,,,1,,1,1,,,,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,50,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,35,4,3504,,,,3
Q33067566,1.399788597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,aucune,aucun,3,,,,,,,,,,,24,2,2402,,,,99
Q33067630,3.938539793,,,3,,1,1,3,,3,6,,,,3,126000,8,3,,,90,230,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,200,3,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,50,,50,,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,35,4,3504,,,2,
Q33067641,2.956913643,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,59,12,5912,,,,3
Q33067685,3.098705749,1,2,1,1,1,1,3,,1,2,,,2,3,1000000,16,3,,,100,100,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,350,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,45,55,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,1,,"ventilation, balances trieusse",4,,,,,,,,,,,24,1,2401,,,2,
